ticker_id,name,trading_floor,is_vn30,is_vn100,is_hnx30,industry,subindustry
VLB,VLXD Biên Hòa,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VLA,PT Công nghệ Văn Lang,HNX,False,False,False,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính
VKP,Nhựa Tân Hóa,UPCOM,False,False,False,Hóa chất,Hóa chất
VKD,Nước khoáng Khánh Hòa,DELISTED,False,False,False,,
VKC,VKC Holdings,UPCOM,False,False,False,Ô tô và phụ tùng,Ô tô và phụ tùng
VJC,Vietjet Air,HSX,True,True,False,Du lịch và Giải trí,Du lịch & Giải trí
VIX,Chứng khoán VIX,HSX,False,True,False,Dịch vụ tài chính,Dịch vụ tài chính
VIW,Đầu tư nước và môi trường VN - Viwaseen,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VIT,Viglacera Tiên Sơn,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VIS,Thép Việt Ý,DELISTED,False,False,False,,
VIR,Du lịch Vũng Tàu,UPCOM,False,False,False,Du lịch và Giải trí,Du lịch & Giải trí
VIP,Vận tải Xăng dầu VIPCO,HSX,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
VIN,Kho vận ngoại thương VN,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
VIM,Khoáng sản Viglacera,UPCOM,False,False,False,Tài nguyên Cơ bản,Khai khoáng
VIH,Viglacera Hà Nội,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VIG,Chứng khoán Đầu tư Tài chính Việt Nam,HNX,False,False,False,Dịch vụ tài chính,Dịch vụ tài chính
VIF,Lâm nghiệp Việt Nam,HNX,False,False,False,Tài nguyên Cơ bản,Lâm nghiệp và Giấy
VIE,CN Viễn thông VI TE CO,UPCOM,False,False,False,Công nghệ Thông tin,Thiết bị và Phần cứng
VID,Viễn Đông,HSX,False,False,False,Tài nguyên Cơ bản,Lâm nghiệp và Giấy
VIC,VinGroup,HSX,True,True,False,Bất động sản,Bất động sản
VIB,VIBBank,HSX,True,True,False,Ngân hàng,Ngân hàng
VHM,Vinhomes,HSX,True,True,False,Bất động sản,Bất động sản
VHL,Viglacera Hạ Long,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VHI,,DELISTED,False,False,False,,
VHH,Kinh doanh nhà Thành Đạt,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp
VHF,Chế biến lương thực Vĩnh Hà,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
VHE,Dược liệu và Thực phẩm VN,HNX,False,False,False,Y tế,Dược phẩm
VHD,PT Nhà và Đô thị Vinaconex,UPCOM,False,False,False,Bất động sản,Bất động sản
VHC,Thủy sản Vĩnh Hoàn,HSX,False,True,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
VGV,Tư vấn Xây dựng Việt Nam,UPCOM,False,False,False,Bất động sản,Bất động sản
VGT,VINATEX,UPCOM,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
VGS,Ống thép Việt Đức,HNX,False,False,False,Tài nguyên Cơ bản,Kim loại
VGR,Cảng xanh VIP,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
VGP,Cảng Rau Quả,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
VGL,Mạ kẽm công nghiệp Vingal-Vnsteel,UPCOM,False,False,False,Tài nguyên Cơ bản,Kim loại
VGI,Đầu tư Quốc tế Viettel,UPCOM,False,False,False,Viễn thông,Viễn thông di động
VGG,May Việt Tiến,UPCOM,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
VGC,Tổng Công ty Viglacera,HSX,False,True,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VFS,Chứng khoán Nhất Việt,HNX,False,False,False,Dịch vụ tài chính,Dịch vụ tài chính
VFR,Vận tải Vietfracht,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
VFG,Khử trùng Việt Nam,HSX,False,False,False,Hóa chất,Hóa chất
VFC,Vận tải biển VINAFCO,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
VET,Thuốc thú y trung ương Navetco,UPCOM,False,False,False,Hóa chất,Hóa chất
VES,MÊ CA VNECO,UPCOM,False,False,False,Bất động sản,Bất động sản
VEF,Hội chợ Triển lãm Việt Nam,UPCOM,False,False,False,Bất động sản,Bất động sản
VEC,Điện tử và Tin học VN,UPCOM,False,False,False,Công nghệ Thông tin,Thiết bị và Phần cứng
VEA,Máy động lực và Máy NN,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng
VE9,VNECO 9,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VE8,Xây dựng Điện Vneco 8,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VE4,Xây dựng điện VNECO4,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VE3,Xây dựng điện VNECO 3,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VE2,Xây dựng Điện VNECO 2,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VE1,VNECO 1,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VDT,Lưới thép Bình Tây,UPCOM,False,False,False,Tài nguyên Cơ bản,Kim loại
VDS,Chứng khoán Rồng Việt,HSX,False,False,False,Dịch vụ tài chính,Dịch vụ tài chính
VDP,Dược phẩm VIDIPHA,HSX,False,False,False,Y tế,Dược phẩm
VDN,Vinatex Đà Nẵng,UPCOM,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
VDM,Viện Nghiên cứu Dệt may,DELISTED,False,False,False,,
VDL,Thực phẩm Lâm Đồng,HNX,False,False,False,Thực phẩm và đồ uống,Bia và đồ uống
VDG,Vạn Đạt Group,UPCOM,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
VDB,Vận tải và CB Than Đông Bắc,UPCOM,False,False,False,Tài nguyên Cơ bản,Khai khoáng
VCX,Xi măng Yên Bình,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VCW,Đầu tư Nước sạch Sông Đà,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
VCT,Tư vấn XD Vinaconex,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
VCS,VICOSTONE,HNX,False,False,True,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VCR,Vinaconex - ITC,UPCOM,False,False,False,Bất động sản,Bất động sản
VCP,Xây dựng và Năng lượng VCP,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
VCM,BV Life,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng
VCK,Chứng Khoán VPS,HSX,False,False,False,Dịch vụ tài chính,Dịch vụ tài chính
VCI,Chứng khoán Vietcap,HSX,False,True,False,Dịch vụ tài chính,Dịch vụ tài chính
VCG,VINACONEX,HSX,False,True,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VCF,VinaCafé Biên Hòa,HSX,False,False,False,Thực phẩm và đồ uống,Bia và đồ uống
VCE,Xây lắp Môi trường,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VCC,Vinaconex 25,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VCB,Vietcombank,HSX,True,True,False,Ngân hàng,Ngân hàng
VCA,Thép VICASA - VNSTEEL,HSX,False,False,False,Tài nguyên Cơ bản,Kim loại
VC9,Xây dựng số 9,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VC7,BGI Group,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VC6,Visicons,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VC5,Xây dựng Số 5,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VC3,Tập đoàn Nam Mê Kông,HNX,False,False,True,Bất động sản,Bất động sản
VC2,Đầu tư và Xây dựng VINA2,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VC1,Xây dựng số 1,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
VBH,Điện tử Bình Hòa,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện
VBG,Địa chất Việt Bắc - TKV,UPCOM,False,False,False,Tài nguyên Cơ bản,Khai khoáng
VBC,Nhựa - Bao bì Vinh,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp
VBB,VietBank,UPCOM,False,False,False,Ngân hàng,Ngân hàng
VAV,VIWACO,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
VAT,Viễn thông Vạn Xuân,DELISTED,False,False,False,,
VAF,Phân lân Văn Điển,HSX,False,False,False,Hóa chất,Hóa chất
VAB,Ngân hàng Việt Á,HSX,False,False,False,Ngân hàng,Ngân hàng
V21,Vinaconex 21,HNX,False,False,False,Bất động sản,Bất động sản
V15,Vinaconex 15,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
V12,VINACONEX 12,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
V11,VINACONEX No11,DELISTED,False,False,False,,
UXC,Chế biến Thủy sản Út Xi,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
UTT,Môi trường Đô thị Thanh Trì,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
USD,Công trình Đô thị Sóc Trăng,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
USC,Khảo sát và Xây dựng - USCO,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
UPH,Dược phẩm TW25,UPCOM,False,False,False,Y tế,Dược phẩm
UPC,Cây xanh Vũng Tàu,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
UNI,Đầu tư và Phát triển Sao Mai Việt,HNX,False,False,False,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính
UMC,Công trình đô thị Nam Định,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
UIC,Phát triển Nhà và Đô thị IDICO,HSX,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
UEM,Cơ điện Uông Bí - Vinacomin,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng
UDL,Đô thị và Môi trường Đắk Lắk,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
UDJ,Becamex UDJ,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
UDC,Đầu tư Xây dựng UDCons,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
UCT,Đô thị Cần Thơ,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
TYA,Dây và Cáp điện Taya,HSX,False,False,False,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện
TXM,Thạch cao Xi măng,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TW3,Dược TW3,UPCOM,False,False,False,Y tế,Dược phẩm
TVW,Cấp thoát nước Trà Vinh,DELISTED,False,False,False,,
TVT,May Việt Thắng,HSX,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
TVS,Chứng khoán Thiên Việt,HSX,False,False,False,Dịch vụ tài chính,Dịch vụ tài chính
TVP,Dược phẩm TV.Pharm,DELISTED,False,False,False,,
TVN,Thép Việt Nam,UPCOM,False,False,False,Tài nguyên Cơ bản,Kim loại
TVM,Tư vấn đầu tư Mỏ,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
TVH,Tư vấn XD công trình Hàng hải,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TVG,XD Giao thông Vận tải,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TVD,Than Vàng Danh,HNX,False,False,False,Tài nguyên Cơ bản,Khai khoáng
TVC,Tập đoàn Quản lý tài sản T-Corp,HNX,False,False,False,Dịch vụ tài chính,Dịch vụ tài chính
TVB,Chứng khoán T-Cap,HSX,False,False,False,Dịch vụ tài chính,Dịch vụ tài chính
TVA,Sứ Viglacera Thanh Trì,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TV6,Tập đoàn EMA LAND,UPCOM,False,False,False,Bất động sản,Bất động sản
TV4,Tư vấn XD Điện 4,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
TV3,Tư vấn XD điện 3,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TV2,Tư vấn XD Điện 2,HSX,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
TV1,Tư vấn XD Điện 1,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
TUG,Lai dắt và VT cảng Hải Phòng,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TTZ,Xây dựng Tiến Trung,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TTT,Du lịch - Thương Mại Tây Ninh,HNX,False,False,False,Du lịch và Giải trí,Du lịch & Giải trí
TTS,Cán thép Thái Trung,UPCOM,False,False,False,Tài nguyên Cơ bản,Kim loại
TTP,Bao bì nhựa Tân Tiến,DELISTED,False,False,False,,
TTN,Công nghệ và Truyền thông VN,UPCOM,False,False,False,Viễn thông,Viễn thông cố định
TTL,TCT Thăng Long,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TTH,TM và DV Tiến Thành,HNX,False,False,False,Tài nguyên Cơ bản,Kim loại
TTG,May Thanh Trì,UPCOM,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
TTF,Gỗ Trường Thành,HSX,False,False,False,Tài nguyên Cơ bản,Lâm nghiệp và Giấy
TTE,ĐT Năng lượng Trường Thịnh,HSX,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
TTD,Bệnh viện Tim Tâm Đức,UPCOM,False,False,False,Y tế,Thiết bị và Dịch vụ Y tế
TTC,Gạch men Thanh Thanh,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TTB,Tập đoàn Tiến Bộ,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TTA,XD và PT Trường Thành,HSX,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
TT6,Tien Thinh Group,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
TST,Dịch vụ KT Viễn Thông,UPCOM,False,False,False,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính
TSJ,Hanoi Toserco,UPCOM,False,False,False,Du lịch và Giải trí,Du lịch & Giải trí
TSG,TTTH Đường sắt Sài Gòn,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TSD,Du lịch Trường Sơn Coecco,UPCOM,False,False,False,Du lịch và Giải trí,Du lịch & Giải trí
TSC,Kỹ thuật NN Cần Thơ,HSX,False,False,False,Hóa chất,Hóa chất
TSB,Ắc quy Tia Sáng,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện
TSA,Đầu Tư Và Xây Lắp Trường Sơn,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
